Product Name,Slug,Category,Price (EUR),Compare-At Price (EUR),In Stock,Image URL,Description
SOFRA SMOKED PAPRIKA 100G,sofra-smoked-paprika-100g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.23-PM-2.jpeg,SOFRA SMOKED PAPRIKA 100G
SOFRA CHINESE FIVE SPICES 100G,sofra-chinese-five-spices-100g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.23-PM-3.jpeg,SOFRA CHINESE FIVE SPICES 100G
SOFRA RAS EL HANOUT 100G,sofra-ras-el-hanout-100g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.23-PM.jpeg,SOFRA RAS EL HANOUT 100G
SOFRA CURRY LEAVES 15G,sofra-curry-leaves-15g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.24-PM-1.jpeg,SOFRA CURRY LEAVES 15G
SOFRA LIME POWDER 100G,sofra-lime-powder-100g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.24-PM-2.jpeg,SOFRA LIME POWDER 100G
SOFRA FALAFEL SPICES 100G,sofra-falafel-spices-100g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.24-PM-3.jpeg,SOFRA FALAFEL SPICES 100G
SOFRA ALEPPO PEPPER 100G,sofra-aleppo-pepper-100g,sauces,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.24-PM.jpeg,SOFRA ALEPPO PEPPER 100G
SOFRA LIME LEAVES 12G,sofra-lime-leaves-12g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.25-PM-1.jpeg,SOFRA LIME LEAVES 12G
SOFRA SWEET RED PEPPER FLAKES 100G,sofra-sweet-red-pepper-flakes-100g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.25-PM-2.jpeg,SOFRA SWEET RED PEPPER FLAKES 100G
SOFRA KEBBEH SPICES 100G,sofra-kebbeh-spices-100g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.25-PM-3.jpeg,SOFRA KEBBEH SPICES 100G
SOFRA FIVE MIXED PEPPERCORNS 100G,sofra-five-mixed-peppercorns-100g,spices,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.25-PM.jpeg,SOFRA FIVE MIXED PEPPERCORNS 100G
SOFRA HOT CHILLI FLAKES 100G,sofra-hot-chilli-flakes-100g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.26-PM-1.jpeg,SOFRA HOT CHILLI FLAKES 100G
SOFRA DRIED WHITE LIME 50G,sofra-dried-white-lime-50g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.26-PM-2.jpeg,SOFRA DRIED WHITE LIME 50G
SOFRA YELLOW MUSTARD SEEDS 100G,sofra-yellow-mustard-seeds-100g,spices,1.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.26-PM-3.jpeg,SOFRA YELLOW MUSTARD SEEDS 100G
SOFRA VANILLA POWDER 100G,sofra-vanilla-powder-100g,powder-grains,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.26-PM.jpeg,SOFRA VANILLA POWDER 100G
SOFRA CORIANDER POWDER 100G,sofra-coriander-powder-100g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.27-PM-1.jpeg,SOFRA CORIANDER POWDER 100G
SOFRA CAMOMILE 35G,sofra-camomile-35g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.27-PM-2.jpeg,SOFRA CAMOMILE 35G
SOFRA DRIED BLACK LIME 50G,sofra-dried-black-lime-50g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.27-PM-3.jpeg,SOFRA DRIED BLACK LIME 50G
SOFRA WHOLE CLOVES 100G,sofra-whole-cloves-100g,spices,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.27-PM-4.jpeg,SOFRA WHOLE CLOVES 100G
SOFRA CHIA SEEDS 100G,sofra-chia-seeds-100g,powder-grains,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.27-PM.jpeg,SOFRA CHIA SEEDS 100G
SOFRA ONION POWDER 100G,sofra-onion-powder-100g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.28-PM-1.jpeg,SOFRA ONION POWDER 100G
SOFRA DRIED PARSLEY 40G,sofra-dried-parsley-40g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.28-PM.jpeg,SOFRA DRIED PARSLEY 40G
SOFRA GROUND CINNAMON 100G,sofra-ground-cinnamon-100g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.30-PM-1.jpeg,SOFRA GROUND CINNAMON 100G
SOFRA RAS EL HANOUT YELLOW 100G,sofra-ras-el-hanout-yellow-100g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.30-PM.jpeg,SOFRA RAS EL HANOUT YELLOW 100G
SOFRA CAYENNE PEPPER 100G,sofra-cayenne-pepper-100g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.31-PM-1.jpeg,SOFRA CAYENNE PEPPER 100G
SOFRA SAFFLOWER 35G,sofra-safflower-35g,spices,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-2.52.31-PM.jpeg,SOFRA SAFFLOWER 35G
SOFRA BASIL HERB 75G,sofra-basil-herb-75g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.49.07-PM-1.jpeg,SOFRA BASIL HERB 75G
SOFRA SUMAC 100G,sofra-sumac-100g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.49.07-PM-2.jpeg,SOFRA SUMAC 100G
SOFRA MARJORAM 50G,sofra-marjoram-50g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.49.07-PM.jpeg,SOFRA MARJORAM 50G
SOFRA PERI PERI SEASONING 100G,sofra-peri-peri-seasoning-100g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.49.08-PM-1.jpeg,SOFRA PERI PERI SEASONING 100G
SOFRA SAGE LEAF 25G,sofra-sage-leaf-25g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.49.08-PM.jpeg,SOFRA SAGE LEAF 25G
SOFRA TARRAGON 40G,sofra-tarragon-40g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.49.09-PM.jpeg,SOFRA TARRAGON 40G
SOFRA MIXED HERBS 70G,sofra-mixed-herbs-70g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.49.10-PM-1.jpeg,SOFRA MIXED HERBS 70G
SOFRA DRIED THYME 70G,sofra-dried-thyme-70g,spices,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.49.10-PM-2.jpeg,SOFRA DRIED THYME 70G
SOFRA CHIVES 50G,sofra-chives-50g,spices,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.49.10-PM-3.jpeg,SOFRA CHIVES 50G
SOFRA ROSEMARY 50G,sofra-rosemary-50g,spices,2.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.49.10-PM.jpeg,SOFRA ROSEMARY 50G
SOFRA PITTED BLACK OLIVES 330G,sofra-pitted-black-olives-330g,precooked-canned-food,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.09-PM-1.jpeg,SOFRA PITTED BLACK OLIVES 330G
SOFRA BLACK OLIVES 340G,sofra-black-olives-340g,precooked-canned-food,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.09-PM.jpeg,SOFRA BLACK OLIVES 340G
SOFRA GREEN OLIVES 340G,sofra-green-olives-340g,precooked-canned-food,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.10-PM.jpeg,SOFRA GREEN OLIVES 340G
SOFRA PITTED GREEN OLIVES 330G,sofra-pitted-green-olives-330g,precooked-canned-food,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.11-PM.jpeg,SOFRA PITTED GREEN OLIVES 330G
SOFRA GREEN OLIVES WHOLE 935G,sofra-green-olives-whole-935g,precooked-canned-food,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.13-PM-1.jpeg,SOFRA GREEN OLIVES WHOLE 935G
SOFRA STUFFED GREEN OLIVES 935G,sofra-stuffed-green-olives-935g,precooked-canned-food,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.13-PM-2.jpeg,SOFRA STUFFED GREEN OLIVES 935G
SOFRA BLACK OLIVES 935G,sofra-black-olives-935g,precooked-canned-food,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.13-PM.jpeg,SOFRA BLACK OLIVES 935G
SOFRA HOT CHILLI PICKLE 950G,sofra-hot-chilli-pickle-950g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.15-PM.jpeg,SOFRA HOT CHILLI PICKLE 950G
ONCU MILD PEPPER PASTE 700G,oncu-mild-pepper-paste-700g,spices,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.16-PM-1.jpeg,ONCU MILD PEPPER PASTE 700G
SERA TOMATO PASTE 700G,sera-tomato-paste-700g,precooked-canned-food,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.16-PM-2.jpeg,SERA TOMATO PASTE 700G
SOFRA MILD PEPPER PICKLE 880G,sofra-mild-pepper-pickle-880g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.16-PM.jpeg,SOFRA MILD PEPPER PICKLE 880G
ZVIJEZDA CUCUMBER PICKLE 670G,zvijezda-cucumber-pickle-670g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.18-PM-1.jpeg,ZVIJEZDA CUCUMBER PICKLE 670G
SERA ROASTED EGGPLANT 720ML,sera-roasted-eggplant-720ml,precooked-canned-food,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.18-PM.jpeg,SERA ROASTED EGGPLANT 720ML
CHTOURA FIELDS PLAIN HALAWA 400G,chtoura-fields-plain-halawa-400g,confectionery,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.19-PM-1.jpeg,CHTOURA FIELDS PLAIN HALAWA 400G
CHTOURA FIELDS PLAIN HALAWA 800G,chtoura-fields-plain-halawa-800g,confectionery,7.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.19-PM.jpeg,CHTOURA FIELDS PLAIN HALAWA 800G
CHTOURA HALAWA PISTACHIO 400G,chtoura-halawa-pistachio-400g,confectionery,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.20-PM-1.jpeg,CHTOURA HALAWA PISTACHIO 400G
CHTOURA FIELDS PISTACHIO HALWA 800G,chtoura-fields-pistachio-halwa-800g,confectionery,8.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.20-PM.jpeg,CHTOURA FIELDS PISTACHIO HALWA 800G
AL NAKHIL HALWA PISTACHIO 907G,al-nakhil-halwa-pistachio-907g,confectionery,12.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.21-PM.jpeg,AL NAKHIL HALWA PISTACHIO 907G
AL NAKHIL HALWA PISTACHIO 454G,al-nakhil-halwa-pistachio-454g,confectionery,7.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.22-PM.jpeg,AL NAKHIL HALWA PISTACHIO 454G
CHTOURA STUFFED VINE LEAVES 450G,chtoura-stuffed-vine-leaves-450g,precooked-canned-food,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.24-PM-2.jpeg,CHTOURA STUFFED VINE LEAVES 450G
SOFRA SLICED GREEN JALAPENO 690G,sofra-sliced-green-jalapeno-690g,precooked-canned-food,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.25-PM-1.jpeg,SOFRA SLICED GREEN JALAPENO 690G
SOFRA PICKLED LEMON 720G,sofra-pickled-lemon-720g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.25-PM.jpeg,SOFRA PICKLED LEMON 720G
SOFRA MIXED PICKLES 690G,sofra-mixed-pickles-690g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.26-PM-1.jpeg,SOFRA MIXED PICKLES 690G
SOFRA MILD PEPPER PICKLE 640G,sofra-mild-pepper-pickle-640g,sauces,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.26-PM.jpeg,SOFRA MILD PEPPER PICKLE 640G
SOFRA PICKLED GHERKINS 690G,sofra-pickled-gherkins-690g,precooked-canned-food,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.27-PM.jpeg,SOFRA PICKLED GHERKINS 690G
SOFRA SUN DRIED TOMATOES 300G,sofra-sun-dried-tomatoes-300g,precooked-canned-food,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.28-PM-1.jpeg,SOFRA SUN DRIED TOMATOES 300G
SOFRA ROASTED RED PEPPERS 690G,sofra-roasted-red-peppers-690g,spices,4.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.28-PM.jpeg,SOFRA ROASTED RED PEPPERS 690G
PATAKS HOT MANGO CHUTNEY 340G,pataks-hot-mango-chutney-340g,spices,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.29-PM.jpeg,PATAKS HOT MANGO CHUTNEY 340G
PATAKS AUBERGINE PICKLE 312G,pataks-aubergine-pickle-312g,spices,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.30-PM-1.jpeg,PATAKS AUBERGINE PICKLE 312G
PATAKS MANGO PICKLE 283G,pataks-mango-pickle-283g,spices,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.30-PM.jpeg,PATAKS MANGO PICKLE 283G
PATAKS MIXED PICKLE 283G,pataks-mixed-pickle-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.31-PM.jpeg,PATAKS MIXED PICKLE 283G
PATAKS CHILLI PICKLE 283G,pataks-chilli-pickle-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.32-PM-1.jpeg,PATAKS CHILLI PICKLE 283G
PATAKS BIRYANI SPICE PASTE 283G,pataks-biryani-spice-paste-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.32-PM.jpeg,PATAKS BIRYANI SPICE PASTE 283G
PATAKS TANDOORI MARINADE PASTE 312G,pataks-tandoori-marinade-paste-312g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.33-PM-1.jpeg,PATAKS TANDOORI MARINADE PASTE 312G
PATAKS GARLIC PICKLE 300G,pataks-garlic-pickle-300g,spices,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.33-PM.jpeg,PATAKS GARLIC PICKLE 300G
PATAKS HOT LIME PICKLE 283G,pataks-hot-lime-pickle-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.34-PM-1.jpeg,PATAKS HOT LIME PICKLE 283G
PATAKS HOT MANGO PICKLE 283G,pataks-hot-mango-pickle-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.34-PM.jpeg,PATAKS HOT MANGO PICKLE 283G
PATAK TIKKA MARINADE PASTE MILD 300G,patak-tikka-marinade-paste-mild-300g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-3.45.35-PM.jpeg,PATAK TIKKA MARINADE PASTE MILD 300G
PATAK’S TIKKA MASALA SPICE PASTE 283G,patak-s-tikka-masala-spice-paste-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.37.58-AM-1.jpeg,PATAK’S TIKKA MASALA SPICE PASTE 283G
PATAK’S VINDALOO SPICE PASTE 283G,patak-s-vindaloo-spice-paste-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.37.58-AM.jpeg,PATAK’S VINDALOO SPICE PASTE 283G
PATAK’S BALTI SPICE PASTE MEDIUM 283G,patak-s-balti-spice-paste-medium-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.37.59-AM-1.jpeg,PATAK’S BALTI SPICE PASTE MEDIUM 283G
PATAK’S GARAM MASALA SPICE PASTE 283G,patak-s-garam-masala-spice-paste-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.37.59-AM.jpeg,PATAK’S GARAM MASALA SPICE PASTE 283G
PATAK’S JALFREZI SPICE PASTE 283G,patak-s-jalfrezi-spice-paste-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.00-AM.jpeg,PATAK’S JALFREZI SPICE PASTE 283G
PATAK’S KORMA SPICE PASTE 290G,patak-s-korma-spice-paste-290g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.01-AM-1.jpeg,PATAK’S KORMA SPICE PASTE 290G
PATAKS ROGAN JOSH SPICE PASTE 283G,pataks-rogan-josh-spice-paste-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.01-AM-2.jpeg,PATAKS ROGAN JOSH SPICE PASTE 283G
PATAKS MADRAS SPICE PASTE 283G,pataks-madras-spice-paste-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.01-AM.jpeg,PATAKS MADRAS SPICE PASTE 283G
PATAKS MILD CURRY SPICE PASTE 283G,pataks-mild-curry-spice-paste-283g,spices,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.03-AM-1.jpeg,PATAKS MILD CURRY SPICE PASTE 283G
PATAKS EXTRA HOT SPICE PASTE 283G,pataks-extra-hot-spice-paste-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.03-AM-2.jpeg,PATAKS EXTRA HOT SPICE PASTE 283G
PATAKS BHUNA SPICE PASTE 283G,pataks-bhuna-spice-paste-283g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.03-AM.jpeg,PATAKS BHUNA SPICE PASTE 283G
SHAN MANGO PICKLE 1KG,shan-mango-pickle-1kg,sauces,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.05-AM-1.jpeg,SHAN MANGO PICKLE 1KG
NATIONAL CRUSHED PICKLE 390G,national-crushed-pickle-390g,sauces,3.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.04-AM.jpeg,NATIONAL CRUSHED PICKLE 390G
NATIONAL CRUSHED PICKLE 750G,national-crushed-pickle-750g,sauces,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.05-AM.jpeg,NATIONAL CRUSHED PICKLE 750G
SHAN GARLIC PICKLE 1KG,shan-garlic-pickle-1kg,spices,5.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.06-AM-1.jpeg,SHAN GARLIC PICKLE 1KG
SHAN HYDERABADI PICKLE 1KG,shan-hyderabadi-pickle-1kg,sauces,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.06-AM-2.jpeg,SHAN HYDERABADI PICKLE 1KG
SHAN MIXED PICKLE 1KG,shan-mixed-pickle-1kg,sauces,4.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.06-AM.jpeg,SHAN MIXED PICKLE 1KG
MITCHELLS MIXED PICKLE 1KG,mitchells-mixed-pickle-1kg,sauces,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.07-AM-1.jpeg,MITCHELLS MIXED PICKLE 1KG
MITCHELLS GREEN CHILLI PICKLE 900G,mitchells-green-chilli-pickle-900g,sauces,5.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.07-AM.jpeg,MITCHELLS GREEN CHILLI PICKLE 900G
AHMED MIXED PICKLE IN OIL 400G,ahmed-mixed-pickle-in-oil-400g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-26-at-11.38.08-AM.jpeg,AHMED MIXED PICKLE IN OIL 400G
SHAN CARROT PICKLE 300G,shan-carrot-pickle-300g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.09-AM-1.jpeg,SHAN CARROT PICKLE 300G
SHAN MANGO PICKLE 300G,shan-mango-pickle-300g,sauces,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.10-AM.jpeg,SHAN MANGO PICKLE 300G
SHAN HYDERABADI PICKLE 300G,shan-hyderabadi-pickle-300g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.11-AM-1.jpeg,SHAN HYDERABADI PICKLE 300G
SHAN SPECIAL MANGO PICKLE 320G,shan-special-mango-pickle-320g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.11-AM.jpeg,SHAN SPECIAL MANGO PICKLE 320G
SHAN PLUM CHUTNEY 400G,shan-plum-chutney-400g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.13-AM.jpeg,SHAN PLUM CHUTNEY 400G
SHAN TAMARIND CHUTNEY 315G,shan-tamarind-chutney-315g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.14-AM-1.jpeg,SHAN TAMARIND CHUTNEY 315G
SHAN MANGO CHUTENY 400G,shan-mango-chuteny-400g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.14-AM.jpeg,SHAN MANGO CHUTENY 400G
MITCHELLS STRAWBERRY JAM 300G,mitchells-strawberry-jam-300g,jams-spread,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.15-AM-1.jpeg,MITCHELLS STRAWBERRY JAM 300G
SHAN GREEN CHUTNEY 315G,shan-green-chutney-315g,sauces,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.15-AM.jpeg,SHAN GREEN CHUTNEY 315G
PRIYA LIME PICKLE 300G,priya-lime-pickle-300g,sauces,3.49,,no,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.16-AM-1.jpeg,PRIYA LIME PICKLE 300G
MITCHELLS MANGO JAM 450G,mitchells-mango-jam-450g,jams-spread,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.16-AM.jpeg,MITCHELLS MANGO JAM 450G
PRIYA TOMATO PICKLE 300G,priya-tomato-pickle-300g,sauces,2.99,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.19-AM.jpeg,PRIYA TOMATO PICKLE 300G
PRIYA TAMARIND PASTE 300G,priya-tamarind-paste-300g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.20-AM-1.jpeg,PRIYA TAMARIND PASTE 300G
PRIYA PULIHORA PASTE 300G,priya-pulihora-paste-300g,sauces,3.49,,yes,https://umamifoods.ie/wp-content/uploads/2025/11/WhatsApp-Image-2025-11-25-at-11.32.20-AM.jpeg,PRIYA PULIHORA PASTE 300G
